age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,credit_per_month,age_risk_band,job_stability,housing_stability,has_saving_account,has_checking_account
26,male,2,own,unknown,unknown,5248,21,car,0,249.9047619047619,mature,1,1,0,0
33,male,2,own,little,unknown,3029,15,car,0,201.93333333333334,mature,1,1,1,0
49,female,2,own,little,little,428,6,furniture/equipment,0,71.33333333333333,mature,1,1,1,1
23,female,1,own,little,little,976,18,car,1,54.22222222222222,young,0,1,1,1
23,female,1,rent,moderate,moderate,841,12,business,0,70.08333333333333,young,0,0,1,1
25,female,2,own,little,unknown,5771,30,radio/TV,0,192.36666666666667,mature,1,1,1,0
55,male,2,free,rich,unknown,1555,12,repairs,1,129.58333333333334,mature,1,0,1,0
32,female,2,rent,unknown,little,1285,24,car,1,53.541666666666664,mature,1,0,0,1
74,male,0,own,little,rich,1299,6,car,0,216.5,senior,0,1,1,1
39,male,2,free,unknown,rich,1271,15,radio/TV,1,84.73333333333333,mature,1,0,0,1
31,male,2,own,little,unknown,1393,24,car,0,58.041666666666664,mature,1,1,1,0
35,male,2,own,little,little,691,12,car,1,57.583333333333336,mature,1,1,1,1
59,female,2,own,unknown,unknown,5045,15,car,0,336.3333333333333,mature,1,1,0,0
24,female,2,rent,little,little,2124,18,furniture/equipment,1,118.0,young,1,0,1,1
24,male,1,own,little,little,2214,12,radio/TV,0,184.5,young,0,1,1,1
30,male,3,free,unknown,unknown,12680,21,car,1,603.8095238095239,mature,1,0,0,0
27,male,2,own,moderate,unknown,2463,24,car,0,102.625,mature,1,1,1,0
40,male,1,own,little,moderate,1155,12,radio/TV,0,96.25,mature,0,1,1,1
31,male,1,own,little,little,3108,30,furniture/equipment,1,103.6,mature,0,1,1,1
31,female,2,rent,unknown,unknown,2901,10,car,0,290.1,mature,1,0,0,0
28,male,2,rent,little,moderate,3617,12,furniture/equipment,0,301.4166666666667,mature,1,0,1,1
63,male,1,own,little,unknown,1655,12,radio/TV,0,137.91666666666666,senior,0,1,1,0
26,female,2,rent,unknown,little,2812,24,car,0,117.16666666666667,mature,1,0,0,1
25,female,3,own,little,little,8065,36,education,1,224.02777777777777,mature,1,1,1,1
36,male,3,own,little,unknown,3275,21,car,0,155.95238095238096,mature,1,1,1,0
52,male,2,own,moderate,unknown,2223,24,radio/TV,0,92.625,mature,1,1,1,0
66,male,0,free,quite rich,rich,1480,12,car,0,123.33333333333333,senior,0,0,1,1
25,female,2,rent,unknown,little,1371,24,car,1,57.125,mature,1,0,0,1
37,male,2,own,little,unknown,3535,36,car,0,98.19444444444444,mature,1,1,1,0
25,female,2,own,little,little,3509,18,radio/TV,0,194.94444444444446,mature,1,1,1,1
38,male,3,own,rich,unknown,5711,36,car,0,158.63888888888889,mature,1,1,1,0
67,female,2,own,little,moderate,3872,18,repairs,0,215.11111111111111,senior,1,1,1,1
25,male,2,own,little,moderate,4933,39,radio/TV,1,126.48717948717949,mature,1,1,1,1
60,male,2,own,rich,unknown,1940,24,car,0,80.83333333333333,mature,1,1,1,0
31,male,1,own,little,moderate,1410,12,education,0,117.5,mature,0,1,1,1
23,female,1,own,moderate,moderate,836,12,car,1,69.66666666666667,young,0,1,1,1
60,male,3,own,unknown,moderate,6468,20,car,0,323.4,mature,1,1,0,1
35,male,1,own,rich,moderate,1941,18,business,0,107.83333333333333,mature,0,1,1,1
40,male,2,own,quite rich,unknown,2675,22,radio/TV,0,121.5909090909091,mature,1,1,1,0
38,male,2,own,unknown,unknown,2751,48,car,0,57.3125,mature,1,1,0,0
50,male,2,free,little,moderate,6224,48,education,1,129.66666666666666,mature,1,0,1,1
27,male,2,own,little,little,5998,40,education,1,149.95,mature,1,1,1,1
39,female,2,own,little,moderate,1188,21,business,1,56.57142857142857,mature,1,1,1,1
41,male,3,own,unknown,unknown,6313,24,car,0,263.0416666666667,mature,1,1,0,0
27,male,2,own,unknown,unknown,1221,6,furniture/equipment,0,203.5,mature,1,1,0,0
51,male,2,free,little,rich,2892,24,furniture/equipment,0,120.5,mature,1,0,1,1
32,male,2,rent,quite rich,unknown,3062,24,furniture/equipment,0,127.58333333333333,mature,1,0,1,0
22,female,2,rent,moderate,unknown,2301,9,furniture/equipment,0,255.66666666666666,young,1,0,1,0
51,male,2,free,unknown,little,7511,18,car,1,417.27777777777777,mature,1,0,0,1
22,female,1,rent,little,unknown,1258,12,furniture/equipment,0,104.83333333333333,young,0,0,1,0
54,male,2,own,unknown,unknown,717,24,car,0,29.875,mature,1,1,0,0
35,male,0,own,unknown,moderate,1549,9,car,0,172.11111111111111,mature,0,1,0,1
54,male,2,free,little,unknown,1597,24,education,0,66.54166666666667,mature,1,0,1,0
48,female,1,rent,little,moderate,1795,18,radio/TV,0,99.72222222222223,mature,0,0,1,1
24,female,2,own,little,little,4272,20,furniture/equipment,0,213.6,young,1,1,1,1
35,male,2,own,unknown,unknown,976,12,radio/TV,0,81.33333333333333,mature,1,1,0,0
24,female,0,rent,unknown,moderate,7472,12,car,0,622.6666666666666,young,0,0,0,1
24,male,2,own,little,little,9271,36,car,1,257.52777777777777,young,1,1,1,1
26,male,1,own,little,moderate,590,6,radio/TV,0,98.33333333333333,mature,0,1,1,1
65,male,2,own,unknown,unknown,930,12,radio/TV,0,77.5,senior,1,1,0,0
55,male,3,free,little,moderate,9283,42,car,0,221.02380952380952,mature,1,0,1,1
26,female,0,rent,little,moderate,1778,15,car,1,118.53333333333333,mature,0,0,1,1
26,male,2,own,little,moderate,907,8,business,0,113.375,mature,1,1,1,1
28,male,1,own,little,moderate,484,6,radio/TV,0,80.66666666666667,mature,0,1,1,1
24,male,2,own,little,little,9629,36,car,1,267.47222222222223,young,1,1,1,1
54,male,2,own,little,little,3051,48,domestic appliances,1,63.5625,mature,1,1,1,1
46,male,2,free,little,little,3931,48,car,1,81.89583333333333,mature,1,0,1,1
54,female,2,rent,little,moderate,7432,36,car,0,206.44444444444446,mature,1,0,1,1
62,male,2,own,quite rich,unknown,1338,6,domestic appliances,0,223.0,senior,1,1,1,0
24,female,2,rent,little,unknown,1554,6,radio/TV,0,259.0,young,1,0,1,0
43,male,3,own,little,little,15857,36,vacation/others,0,440.47222222222223,mature,1,1,1,1
26,male,2,own,little,little,1345,18,radio/TV,1,74.72222222222223,mature,1,1,1,1
27,male,2,own,little,unknown,1101,12,car,0,91.75,mature,1,1,1,0
24,male,2,own,little,rich,3016,12,radio/TV,0,251.33333333333334,young,1,1,1,1
41,male,2,own,little,little,2712,36,furniture/equipment,1,75.33333333333333,mature,1,1,1,1
47,male,1,own,little,little,731,8,car,0,91.375,mature,0,1,1,1
35,male,3,own,little,unknown,3780,18,furniture/equipment,0,210.0,mature,1,1,1,0
30,male,2,own,little,little,1602,21,car,0,76.28571428571429,mature,1,1,1,1
33,female,2,rent,little,little,3966,18,car,1,220.33333333333334,mature,1,0,1,1
36,male,2,own,little,unknown,4165,18,business,1,231.38888888888889,mature,1,1,1,0
47,male,2,free,unknown,little,8335,36,car,1,231.52777777777777,mature,1,0,0,1
38,male,2,free,unknown,moderate,6681,48,business,0,139.1875,mature,1,0,0,1
44,male,2,own,quite rich,unknown,2375,24,business,0,98.95833333333333,mature,1,1,1,0
23,female,2,rent,little,little,1216,18,car,1,67.55555555555556,young,1,0,1,1
29,male,2,rent,little,little,11816,45,business,1,262.5777777777778,mature,1,0,1,1
42,female,2,own,unknown,moderate,5084,24,radio/TV,0,211.83333333333334,mature,1,1,0,1
25,female,1,own,little,rich,2327,15,radio/TV,1,155.13333333333333,mature,0,1,1,1
48,male,2,own,little,little,1082,12,car,1,90.16666666666667,mature,1,1,1,1
21,female,2,own,unknown,unknown,886,12,radio/TV,0,73.83333333333333,young,1,1,0,0
23,female,1,rent,little,unknown,601,4,furniture/equipment,0,150.25,young,0,0,1,0
63,male,2,own,little,little,2957,24,car,0,123.20833333333333,senior,1,1,1,1
46,male,2,own,little,unknown,2611,24,radio/TV,0,108.79166666666667,mature,1,1,1,0
29,male,2,own,little,little,5179,36,furniture/equipment,1,143.86111111111111,mature,1,1,1,1
28,male,1,own,little,unknown,2993,21,car,0,142.52380952380952,mature,0,1,1,0
23,female,2,own,little,unknown,1943,18,repairs,1,107.94444444444444,young,1,1,1,0
50,male,2,own,little,unknown,1559,24,business,0,64.95833333333333,mature,1,1,1,0
47,male,2,own,little,unknown,3422,18,furniture/equipment,0,190.11111111111111,mature,1,1,1,0
35,male,2,own,unknown,moderate,3976,21,furniture/equipment,0,189.33333333333334,mature,1,1,0,1
68,male,2,rent,unknown,unknown,6761,18,car,1,375.6111111111111,senior,1,0,0,0
28,male,2,own,little,unknown,1249,24,car,0,52.041666666666664,mature,1,1,1,0
59,male,2,own,little,little,1364,9,radio/TV,0,151.55555555555554,mature,1,1,1,1
57,male,1,own,little,little,709,12,radio/TV,1,59.083333333333336,mature,0,1,1,1
33,male,2,rent,little,little,2235,20,car,1,111.75,mature,1,0,1,1
43,male,2,own,unknown,unknown,4042,24,car,0,168.41666666666666,mature,1,1,0,0
35,male,2,free,little,unknown,1471,15,radio/TV,0,98.06666666666666,mature,1,0,1,0
32,male,1,free,little,little,1442,18,car,1,80.11111111111111,mature,0,0,1,1
45,male,2,own,little,unknown,10875,36,car,0,302.0833333333333,mature,1,1,1,0
33,male,2,own,moderate,unknown,1474,24,car,0,61.416666666666664,mature,1,1,1,0
40,female,2,own,unknown,unknown,894,10,education,0,89.4,mature,1,1,0,0
28,male,2,free,little,unknown,3343,15,furniture/equipment,0,222.86666666666667,mature,1,0,1,0
29,female,2,own,little,little,3959,15,car,1,263.93333333333334,mature,1,1,1,1
26,male,2,rent,moderate,unknown,3577,9,car,0,397.44444444444446,mature,1,0,1,0
27,male,2,own,rich,unknown,5804,24,car,0,241.83333333333334,mature,1,1,1,0
28,male,2,own,little,unknown,2169,18,business,1,120.5,mature,1,1,1,0
35,female,2,own,little,little,2439,24,radio/TV,1,101.625,mature,1,1,1,1
32,male,1,own,rich,unknown,4526,27,furniture/equipment,0,167.62962962962962,mature,0,1,1,0
25,male,1,rent,little,unknown,2210,10,furniture/equipment,1,221.0,mature,0,0,1,0
20,female,2,rent,quite rich,unknown,2221,15,furniture/equipment,0,148.06666666666666,young,1,0,1,0
27,female,2,own,little,little,2389,18,radio/TV,0,132.72222222222223,mature,1,1,1,1
42,male,2,own,little,unknown,3331,12,furniture/equipment,0,277.5833333333333,mature,1,1,1,0
37,male,2,own,unknown,unknown,7409,36,business,0,205.80555555555554,mature,1,1,0,0
24,female,2,rent,little,little,652,12,furniture/equipment,0,54.333333333333336,young,1,0,1,1
40,female,2,own,quite rich,unknown,7678,36,furniture/equipment,0,213.27777777777777,mature,1,1,1,0
46,male,2,own,little,rich,1343,6,car,0,223.83333333333334,mature,1,1,1,1
26,male,2,own,moderate,little,1382,24,business,0,57.583333333333336,mature,1,1,1,1
24,female,2,own,unknown,unknown,874,15,domestic appliances,0,58.266666666666666,young,1,1,0,0
29,male,1,own,little,little,3590,12,furniture/equipment,0,299.1666666666667,mature,0,1,1,1
40,female,2,own,rich,moderate,1322,11,car,0,120.18181818181819,mature,1,1,1,1
36,male,3,free,little,little,1940,18,radio/TV,0,107.77777777777777,mature,1,0,1,1
28,male,2,own,little,unknown,3595,36,radio/TV,0,99.86111111111111,mature,1,1,1,0
27,male,3,free,little,little,1422,9,car,1,158.0,mature,1,0,1,1
36,male,2,own,unknown,unknown,6742,30,radio/TV,0,224.73333333333332,mature,1,1,0,0
38,male,3,own,little,unknown,7814,24,car,0,325.5833333333333,mature,1,1,1,0
48,male,2,free,unknown,unknown,9277,24,car,0,386.5416666666667,mature,1,0,0,0
36,male,2,own,unknown,moderate,2181,30,car,0,72.7,mature,1,1,0,1
65,female,0,own,little,unknown,1098,18,radio/TV,0,61.0,senior,0,1,1,0
43,male,2,own,little,moderate,4057,24,furniture/equipment,1,169.04166666666666,mature,1,1,1,1
53,female,2,own,little,little,795,12,education,1,66.25,mature,1,1,1,1
34,male,2,own,unknown,moderate,2825,24,business,0,117.70833333333333,mature,1,1,0,1
23,male,2,own,little,moderate,15672,48,business,1,326.5,young,1,1,1,1
34,male,3,own,little,unknown,6614,36,car,0,183.72222222222223,mature,1,1,1,0
40,male,2,rent,unknown,unknown,7824,28,car,0,279.42857142857144,mature,1,0,0,0
43,male,3,own,little,little,2442,27,business,0,90.44444444444444,mature,1,1,1,1
46,male,2,own,little,unknown,1829,15,radio/TV,0,121.93333333333334,mature,1,1,1,0
38,male,1,own,little,little,2171,12,car,0,180.91666666666666,mature,0,1,1,1
34,male,2,own,little,moderate,5800,36,car,0,161.11111111111111,mature,1,1,1,1
29,male,2,own,unknown,unknown,1169,18,radio/TV,0,64.94444444444444,mature,1,1,0,0
31,male,3,own,unknown,unknown,8947,36,car,0,248.52777777777777,mature,1,1,0,0
28,female,3,rent,little,little,2606,21,radio/TV,0,124.0952380952381,mature,1,0,1,1
35,female,2,own,rich,unknown,1592,12,furniture/equipment,0,132.66666666666666,mature,1,1,1,0
33,female,1,rent,unknown,unknown,2186,15,furniture/equipment,0,145.73333333333332,mature,0,0,0,0
42,male,2,own,little,little,4153,18,furniture/equipment,1,230.72222222222223,mature,1,1,1,1
43,male,2,rent,little,little,2625,16,car,1,164.0625,mature,1,0,1,1
44,male,2,own,unknown,unknown,3485,20,car,0,174.25,mature,1,1,0,0
42,male,2,free,unknown,unknown,10477,36,car,0,291.02777777777777,mature,1,0,0,0
40,male,2,rent,unknown,unknown,1386,15,radio/TV,0,92.4,mature,1,0,0,0
36,male,3,own,little,unknown,1278,24,radio/TV,0,53.25,mature,1,1,1,0
20,male,3,rent,little,little,1107,12,radio/TV,0,92.25,young,1,0,1,1
24,male,1,own,unknown,little,3763,21,car,0,179.1904761904762,young,0,1,0,1
27,male,2,own,unknown,moderate,3711,36,education,0,103.08333333333333,mature,1,1,0,1
46,female,1,own,little,unknown,3594,15,car,0,239.6,mature,0,1,1,0
33,female,1,own,unknown,moderate,3195,9,car,0,355.0,mature,0,1,0,1
34,female,2,own,little,unknown,4454,36,radio/TV,0,123.72222222222223,mature,1,1,1,0
25,female,1,own,little,moderate,4736,24,furniture/equipment,1,197.33333333333334,mature,0,1,1,1
25,female,2,own,unknown,moderate,2991,30,radio/TV,0,99.7,mature,1,1,0,1
28,male,2,own,rich,unknown,2142,11,business,0,194.72727272727272,mature,1,1,1,0
31,male,2,rent,little,little,3161,24,business,1,131.70833333333334,mature,1,0,1,1
32,female,3,own,little,moderate,18424,48,vacation/others,1,383.8333333333333,mature,1,1,1,1
32,male,2,own,moderate,unknown,2848,10,car,0,284.8,mature,1,1,1,0
68,male,3,own,little,little,14896,6,car,1,2482.6666666666665,senior,1,1,1,1
33,male,2,own,moderate,little,2359,24,furniture/equipment,1,98.29166666666667,mature,1,1,1,1
39,male,3,rent,little,little,3345,24,furniture/equipment,1,139.375,mature,1,0,1,1
28,female,2,own,little,unknown,1817,18,furniture/equipment,0,100.94444444444444,mature,1,1,1,0
37,male,3,own,quite rich,unknown,12749,48,radio/TV,0,265.6041666666667,mature,1,1,1,0
22,female,2,rent,little,little,1366,9,radio/TV,1,151.77777777777777,young,1,0,1,1
30,male,2,rent,little,moderate,2002,12,car,0,166.83333333333334,mature,1,0,1,1
55,male,2,own,little,little,6872,24,furniture/equipment,1,286.3333333333333,mature,1,1,1,1
46,male,2,own,little,little,697,12,car,1,58.083333333333336,mature,1,1,1,1
21,female,2,rent,little,little,1049,18,furniture/equipment,0,58.27777777777778,young,1,0,1,1
39,male,2,free,little,little,10297,48,car,1,214.52083333333334,mature,1,0,1,1
58,male,2,own,unknown,unknown,1867,30,radio/TV,0,62.233333333333334,mature,1,1,0,0
43,male,1,own,little,little,1344,12,car,0,112.0,mature,0,1,1,1
24,male,1,own,little,little,1747,24,furniture/equipment,0,72.79166666666667,young,0,1,1,1
22,female,2,own,little,moderate,1670,9,radio/TV,1,185.55555555555554,young,1,1,1,1
30,male,2,own,little,unknown,1224,9,car,0,136.0,mature,1,1,1,0
42,male,2,own,quite rich,unknown,522,12,radio/TV,0,43.5,mature,1,1,1,0
23,female,2,own,little,little,1498,12,radio/TV,0,124.83333333333333,young,1,1,1,1
30,male,3,own,moderate,moderate,1919,30,radio/TV,1,63.96666666666667,mature,1,1,1,1
28,female,1,own,little,rich,745,9,radio/TV,1,82.77777777777777,mature,0,1,1,1
30,male,3,rent,little,moderate,2063,6,radio/TV,0,343.8333333333333,mature,1,0,1,1
42,male,2,free,little,moderate,6288,60,education,1,104.8,mature,1,0,1,1
46,male,3,own,unknown,unknown,6842,24,car,0,285.0833333333333,mature,1,1,0,0
45,male,3,own,unknown,unknown,3527,12,car,0,293.9166666666667,mature,1,1,0,0
31,male,1,own,little,unknown,1546,10,car,0,154.6,mature,0,1,1,0
31,male,2,own,unknown,unknown,929,24,furniture/equipment,0,38.708333333333336,mature,1,1,0,0
42,male,1,own,little,unknown,1455,4,car,0,363.75,mature,0,1,1,0
46,female,2,rent,little,little,1845,15,furniture/equipment,0,123.0,mature,1,0,1,1
30,female,2,own,quite rich,moderate,8358,48,car,0,174.125,mature,1,1,1,1
30,male,2,free,quite rich,little,3349,24,furniture/equipment,1,139.54166666666666,mature,1,0,1,1
38,male,3,own,unknown,unknown,2859,12,car,0,238.25,mature,1,1,0,0
43,male,1,own,little,unknown,1533,18,furniture/equipment,1,85.16666666666667,mature,0,1,1,0
31,male,2,own,moderate,unknown,3621,24,radio/TV,1,150.875,mature,1,1,1,0
40,male,0,own,little,moderate,3590,18,business,0,199.44444444444446,mature,0,1,1,1
24,male,2,own,little,little,2145,36,business,1,59.583333333333336,young,1,1,1,1
28,female,2,rent,quite rich,moderate,4113,24,car,1,171.375,mature,1,0,1,1
26,female,3,own,little,unknown,10974,36,furniture/equipment,1,304.8333333333333,mature,1,1,1,0
29,female,2,own,little,little,1893,12,car,0,157.75,mature,1,1,1,1
57,female,3,rent,rich,little,1231,24,radio/TV,0,51.291666666666664,mature,1,0,1,1
49,male,1,own,unknown,rich,3656,30,radio/TV,0,121.86666666666666,mature,0,1,0,1
37,male,1,own,little,moderate,1154,9,radio/TV,0,128.22222222222223,mature,0,1,1,1
45,male,1,own,little,little,4006,28,car,1,143.07142857142858,mature,0,1,1,1
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,0,127.875,mature,1,0,1,1
30,male,2,rent,little,unknown,1740,6,radio/TV,0,290.0,mature,1,0,1,0
47,male,2,own,little,moderate,2353,21,car,0,112.04761904761905,mature,1,1,1,1
29,male,2,own,unknown,unknown,3556,15,car,0,237.06666666666666,mature,1,1,0,0
35,male,2,own,quite rich,unknown,2397,24,radio/TV,1,99.875,mature,1,1,1,0
22,male,1,own,little,moderate,454,6,repairs,0,75.66666666666667,young,0,1,1,1
26,female,2,own,unknown,moderate,1715,30,radio/TV,0,57.166666666666664,mature,1,1,0,1
23,male,1,own,quite rich,moderate,2520,27,radio/TV,1,93.33333333333333,young,0,1,1,1
54,female,3,rent,little,unknown,3568,15,radio/TV,0,237.86666666666667,mature,1,0,1,0
29,male,2,rent,unknown,unknown,7166,42,radio/TV,0,170.61904761904762,mature,1,0,0,0
40,male,1,own,little,little,3939,11,car,0,358.09090909090907,mature,0,1,1,1
22,male,2,own,moderate,moderate,1514,15,repairs,0,100.93333333333334,young,1,1,1,1
43,male,1,own,little,unknown,7393,24,car,0,308.0416666666667,mature,0,1,1,0
29,female,0,rent,little,little,1193,24,car,1,49.708333333333336,mature,0,0,1,1
36,male,2,rent,little,little,7297,60,business,1,121.61666666666666,mature,1,0,1,1
33,female,2,own,little,unknown,2831,30,radio/TV,0,94.36666666666666,mature,1,1,1,0
57,female,1,own,quite rich,rich,1258,24,radio/TV,0,52.416666666666664,mature,0,1,1,1
64,female,2,own,little,moderate,753,6,radio/TV,0,125.5,senior,1,1,1,1
42,male,2,own,unknown,moderate,2427,18,business,0,134.83333333333334,mature,1,1,0,1
47,male,1,own,little,unknown,2538,24,car,1,105.75,mature,0,1,1,0
25,male,2,rent,moderate,moderate,1264,15,car,1,84.26666666666667,mature,1,0,1,1
49,male,2,own,little,moderate,8386,30,furniture/equipment,1,279.53333333333336,mature,1,1,1,1
33,male,3,rent,little,unknown,4844,48,business,1,100.91666666666667,mature,1,0,1,0
28,female,3,own,moderate,rich,2923,21,car,0,139.1904761904762,mature,1,1,1,1
26,male,2,own,little,little,8229,36,car,1,228.58333333333334,mature,1,1,1,1
30,male,1,own,little,unknown,2028,24,furniture/equipment,0,84.5,mature,0,1,1,0
25,female,2,rent,little,little,1433,15,furniture/equipment,0,95.53333333333333,mature,1,0,1,1
33,male,2,own,little,rich,6289,42,business,0,149.73809523809524,mature,1,1,1,1
64,female,2,own,moderate,unknown,1409,13,radio/TV,0,108.38461538461539,senior,1,1,1,0
29,male,3,free,little,little,6579,24,car,0,274.125,mature,1,0,1,1
48,male,1,own,little,moderate,1743,24,radio/TV,0,72.625,mature,0,1,1,1
37,male,1,own,unknown,unknown,3565,12,education,0,297.0833333333333,mature,0,1,0,0
34,male,1,own,moderate,unknown,1569,15,radio/TV,0,104.6,mature,0,1,1,0
23,male,1,rent,unknown,little,1936,18,radio/TV,0,107.55555555555556,young,0,0,0,1
30,male,3,own,little,little,3959,36,furniture/equipment,0,109.97222222222223,mature,1,1,1,1
50,male,2,own,unknown,unknown,2390,12,car,0,199.16666666666666,mature,1,1,0,0
31,female,1,own,little,unknown,1736,12,furniture/equipment,0,144.66666666666666,mature,0,1,1,0
40,male,3,own,little,little,3857,30,car,0,128.56666666666666,mature,1,1,1,1
38,male,2,own,little,unknown,804,12,radio/TV,0,67.0,mature,1,1,1,0
23,male,2,free,little,little,1845,45,radio/TV,1,41.0,young,1,0,1,1
27,male,2,own,moderate,moderate,4576,45,car,0,101.68888888888888,mature,1,1,1,1
